#{"t_start": 1778636817.194149, "env_id": "ALE/PrivateEye-v5"}
r,l,t
1.0,667,1154.317612
1.0,670,1160.232576
1.0,668,1163.789875
1.0,666,1168.108307
1.0,672,1174.643734
1.0,668,1179.080029
1.0,672,1184.868264
1.0,672,1191.191065
1.0,672,1195.22792
1.0,668,1199.978255
1.0,668,1204.813436
1.0,665,1210.824854
1.0,668,1215.398081
1.0,666,1220.222203
1.0,669,1225.500313
1.0,672,1229.924782
1.0,666,1234.750462
1.0,670,1240.133612
1.0,672,1244.598239
1.0,665,1249.08371
1.0,671,1254.572518
1.0,666,1258.835733
1.0,671,1263.63464
1.0,670,1268.916469
1.0,666,1273.193426
1.0,671,1277.848667
1.0,670,1283.290562
1.0,668,1287.273401
1.0,671,1291.879133
1.0,673,1297.540297
1.0,670,1301.553271
1.0,668,1306.31986
1.0,673,1311.97432
1.0,669,1315.871457
1.0,669,1320.42301
1.0,666,1326.306543
1.0,668,1330.296783
1.0,672,1335.052364
1.0,668,1340.76823
1.0,666,1344.615629
1.0,672,1349.231649
1.0,665,1355.133353
1.0,667,1359.011968
1.0,666,1363.700826
1.0,667,1369.529948
1.0,669,1373.23322
1.0,667,1377.848996
1.0,668,1383.684334
1.0,666,1387.320751
1.0,666,1391.759489
1.0,670,1397.829566
1.0,666,1401.500301
1.0,666,1406.181615
1.0,668,1412.360165
1.0,667,1415.968512
1.0,670,1420.318085
1.0,667,1425.267806
1.0,670,1430.192614
1.0,667,1435.347351
1.0,670,1439.999003
1.0,671,1445.258921
1.0,666,1450.161609
1.0,668,1458.22703
1.0,667,1463.814625
1.0,672,1468.304669
1.0,672,1473.045115
1.0,671,1478.754101
1.0,668,1483.062716
1.0,668,1487.912434
1.0,669,1493.160573
1.0,669,1497.408537
1.0,672,1502.414807
1.0,669,1507.892001
1.0,672,1512.02307
1.0,668,1516.711113
1.0,666,1522.117837
1.0,672,1526.263003
1.0,667,1530.994031
1.0,670,1536.634763
1.0,666,1540.983239
1.0,667,1545.711592
1.0,668,1551.163702
1.0,666,1555.195256
1.0,672,1560.034416
1.0,670,1565.746017
1.0,670,1569.532152
1.0,670,1574.089073
1.0,672,1579.99031
1.0,671,1583.862949
1.0,672,1588.58111
1.0,671,1594.457884
1.0,665,1598.29003
1.0,669,1602.844113
1.0,667,1608.682446
1.0,666,1612.31463
1.0,672,1616.991845
1.0,672,1622.997101
1.0,669,1626.669962
1.0,666,1631.103662
1.0,668,1637.166917
1.0,668,1640.713846
-1.0,673,1645.151067
1.0,671,1651.25294
1.0,671,1654.841125
1.0,671,1659.462375
