#{"t_start": 1778634836.2495704, "env_id": "ALE/PrivateEye-v5"}
r,l,t
-3.0,668,1592.379618
1.0,667,1597.510099
1.0,672,1603.534769
1.0,666,1611.070346
1.0,666,1616.301149
-11.0,671,1623.461489
0.0,666,1631.183324
1.0,668,1636.290775
1.0,673,1642.099318
1.0,666,1649.859504
1.0,670,1654.817313
1.0,669,1660.724355
1.0,672,1666.463686
1.0,671,1673.294738
1.0,669,1679.008959
1.0,672,1684.843306
1.0,666,1692.29725
1.0,672,1698.323848
1.0,669,1703.940202
1.0,667,1710.568713
1.0,670,1716.005816
1.0,670,1721.794379
1.0,671,1728.73628
1.0,673,1734.377492
1.0,668,1739.713347
1.0,666,1746.600388
1.0,669,1752.183988
1.0,665,1757.631985
1.0,672,1764.420408
-4.0,666,1769.971611
1.0,669,1775.464976
1.0,669,1782.205751
1.0,668,1787.676721
1.0,670,1793.253101
1.0,670,1800.091196
1.0,669,1805.488537
1.0,668,1810.994093
1.0,671,1817.860514
1.0,668,1822.992098
1.0,673,1828.600139
1.0,672,1835.69612
1.0,667,1840.783284
1.0,667,1846.416985
1.0,665,1853.276555
1.0,668,1858.253119
1.0,669,1863.87245
1.0,669,1870.861201
1.0,669,1875.977373
1.0,665,1881.831897
1.0,671,1889.20458
-48.0,667,1894.325682
-8.0,671,1900.005197
1.0,671,1907.223112
1.0,673,1912.381054
1.0,673,1918.004751
-55.0,667,1925.732784
-24.0,665,1930.64618
1.0,666,1936.192959
1.0,670,1943.571839
1.0,670,1948.615317
1.0,670,1954.187222
