#{"t_start": 1778651199.6897428, "env_id": "ALE/PrivateEye-v5"}
r,l,t
1.0,666,945.501941
1.0,672,949.595155
-2.0,667,954.471918
1.0,666,961.373192
1.0,666,965.846051
1.0,667,970.749085
1.0,670,977.709759
1.0,668,981.817806
1.0,672,986.775643
1.0,668,993.913661
1.0,671,998.09461
1.0,669,1003.259857
1.0,668,1010.745129
1.0,666,1014.896144
1.0,672,1020.04224
1.0,667,1027.507324
1.0,666,1032.111658
1.0,667,1037.327037
1.0,667,1042.366746
-11.0,671,1049.10586
1.0,666,1054.290327
1.0,672,1059.503587
1.0,668,1066.399109
1.0,669,1071.606503
1.0,668,1076.858778
1.0,667,1083.920435
1.0,672,1089.408124
1.0,665,1094.869125
1.0,672,1102.473951
1.0,667,1107.630048
1.0,668,1117.297207
1.0,670,1127.425113
1.0,671,1132.807765
1.0,666,1138.595709
1.0,670,1146.682468
1.0,672,1152.406164
1.0,671,1158.062367
1.0,666,1166.027776
0.0,668,1171.524849
1.0,672,1177.517647
1.0,668,1185.507581
1.0,667,1191.299523
1.0,666,1197.305165
1.0,670,1208.20812
1.0,672,1214.464717
1.0,670,1220.567003
1.0,671,1231.41693
1.0,670,1237.80292
1.0,672,1244.240439
1.0,666,1256.042722
1.0,673,1263.65006
1.0,673,1273.474318
1.0,665,1285.495679
1.0,670,1292.128891
1.0,665,1299.131998
1.0,668,1311.499042
1.0,670,1318.936848
1.0,672,1326.244396
1.0,670,1339.980202
1.0,670,1347.888395
1.0,671,1355.617906
1.0,667,1369.284709
1.0,669,1377.273283
1.0,667,1384.878711
1.0,673,1398.419943
1.0,671,1406.152525
1.0,668,1413.893542
1.0,672,1427.048472
1.0,673,1434.734809
1.0,672,1442.778702
1.0,671,1453.401301
1.0,672,1466.263631
1.0,667,1473.862112
1.0,669,1481.50708
1.0,670,1494.977387
1.0,667,1502.719922
1.0,668,1510.308377
1.0,673,1523.629326
1.0,672,1531.108944
1.0,668,1538.418529
1.0,669,1551.512239
1.0,669,1559.231298
1.0,667,1566.946312
1.0,672,1579.874949
1.0,673,1587.49075
0.0,666,1594.841713
1.0,666,1607.666305
1.0,671,1615.721308
1.0,667,1623.281
1.0,668,1635.6915
1.0,671,1643.473476
1.0,666,1650.617351
1.0,669,1663.152523
1.0,666,1670.751083
1.0,672,1678.586888
1.0,668,1691.22059
1.0,669,1698.600058
1.0,666,1706.286955
1.0,672,1719.071361
1.0,667,1726.493193
1.0,670,1734.072776
1.0,671,1747.177663
1.0,668,1754.621256
1.0,668,1762.549464
1.0,670,1775.282728
1.0,670,1782.544906
1.0,667,1789.987794
1.0,672,1803.456806
1.0,665,1811.066179
1.0,667,1818.892119
1.0,666,1831.962626
1.0,669,1839.475394
1.0,668,1847.041138
1.0,666,1860.094666
0.0,666,1867.735215
1.0,672,1875.317698
1.0,668,1888.205891
-10.0,665,1895.453001
1.0,669,1902.836354
1.0,672,1910.178619
