#{"t_start": 1778658784.6729677, "env_id": "ALE/PrivateEye-v5"}
r,l,t
-1.0,667,1849.43106
1.0,666,1857.724933
1.0,667,1866.077655
1.0,667,1874.738463
1.0,671,1884.585042
1.0,666,1893.316855
1.0,672,1902.082062
1.0,668,1912.298861
1.0,669,1921.089619
1.0,668,1929.360922
1.0,667,1939.457748
1.0,672,1947.972756
1.0,665,1956.751587
1.0,672,1967.149416
1.0,667,1975.594263
1.0,668,1984.23759
1.0,670,1994.253985
1.0,671,2003.001876
1.0,666,2012.183304
1.0,670,2022.127759
1.0,672,2030.742687
1.0,671,2039.484377
1.0,666,2050.130136
1.0,668,2058.705335
1.0,672,2067.313107
1.0,668,2077.476152
0.0,667,2089.291037
1.0,666,2098.156953
1.0,670,2108.198042
-4.0,672,2116.621191
1.0,670,2125.189631
1.0,671,2135.459474
1.0,670,2144.134993
1.0,672,2152.829064
1.0,666,2162.770639
1.0,673,2171.282519
1.0,673,2180.020211
1.0,665,2189.823771
1.0,670,2198.913086
1.0,665,2207.67247
1.0,668,2219.093212
1.0,670,2227.875669
1.0,672,2236.376857
1.0,670,2246.612336
1.0,670,2255.913057
1.0,671,2264.463631
1.0,667,2274.90373
1.0,669,2283.387994
1.0,667,2291.885257
1.0,673,2302.083237
1.0,671,2311.631651
1.0,668,2320.449786
1.0,672,2330.609524
1.0,673,2339.644966
1.0,672,2348.345656
1.0,671,2356.96806
1.0,672,2366.943854
1.0,667,2376.152658
1.0,669,2384.953079
1.0,670,2394.980379
1.0,667,2403.453237
1.0,668,2411.951019
1.0,673,2421.707026
1.0,672,2431.084567
1.0,668,2439.700529
1.0,669,2449.723006
1.0,669,2458.339307
1.0,667,2466.837375
1.0,672,2476.763615
1.0,673,2485.497047
1.0,666,2494.422678
1.0,666,2504.607653
1.0,671,2513.202617
1.0,667,2521.913181
1.0,668,2531.687099
1.0,671,2540.310855
1.0,666,2550.417683
1.0,669,2560.540832
1.0,666,2569.325226
1.0,672,2578.067787
1.0,668,2587.846013
1.0,669,2596.943963
1.0,666,2605.743676
1.0,672,2616.469927
1.0,667,2625.059587
1.0,670,2633.681328
1.0,671,2643.873927
1.0,668,2652.359361
1.0,668,2661.282629
1.0,670,2672.256333
1.0,670,2681.0347
1.0,667,2690.011832
1.0,672,2700.157775
1.0,665,2708.785936
1.0,667,2717.491107
1.0,666,2727.019624
1.0,669,2736.270682
1.0,668,2745.021658
0.0,666,2755.070349
1.0,666,2763.497989
1.0,672,2771.992391
1.0,668,2781.78181
1.0,665,2790.504654
1.0,669,2799.010606
1.0,672,2807.724723
