#{"t_start": 1778646515.503729, "env_id": "ALE/PrivateEye-v5"}
r,l,t
1.0,667,657.359101
1.0,668,660.831873
1.0,665,665.07823
1.0,671,669.539379
1.0,666,674.400239
1.0,666,679.184107
1.0,671,686.991619
1.0,667,690.647119
1.0,671,695.215961
1.0,669,699.946293
1.0,665,704.563854
1.0,671,709.262905
1.0,669,716.221782
1.0,670,719.491668
1.0,668,723.485989
1.0,672,727.701969
1.0,673,732.091794
1.0,670,736.48595
1.0,666,741.016405
1.0,666,747.611399
1.0,672,752.190675
1.0,667,756.880434
1.0,667,761.593267
1.0,671,766.203792
1.0,673,770.987056
1.0,669,776.86698
1.0,668,780.373704
1.0,669,784.798862
1.0,672,789.299839
1.0,666,794.014536
1.0,672,798.816482
1.0,671,806.901309
1.0,671,812.037404
1.0,670,817.102117
1.0,666,822.321887
1.0,669,827.451272
1.0,672,832.204469
1.0,672,839.317206
1.0,669,843.241355
1.0,668,847.699307
1.0,669,852.309243
1.0,667,856.850678
1.0,666,861.826722
1.0,669,869.768998
1.0,666,874.436816
1.0,671,879.399862
1.0,666,884.692853
1.0,672,889.680695
1.0,667,894.795716
1.0,666,902.297736
1.0,666,906.08554
1.0,667,910.889656
1.0,670,916.0554
1.0,668,921.021722
1.0,672,926.397926
1.0,668,933.749655
1.0,671,937.434075
1.0,669,942.100808
1.0,668,947.205717
1.0,666,952.222618
1.0,672,957.502466
1.0,667,965.398721
1.0,666,969.648374
1.0,667,974.681505
1.0,667,979.694485
1.0,671,984.686072
1.0,666,989.838322
1.0,672,994.533844
1.0,668,1001.574074
1.0,669,1006.007335
1.0,668,1010.619941
1.0,667,1015.18971
1.0,672,1020.217913
1.0,665,1025.323703
1.0,672,1033.218455
1.0,667,1037.986532
1.0,668,1043.122572
1.0,670,1048.252772
1.0,671,1053.422222
1.0,666,1058.414802
1.0,670,1065.242148
1.0,672,1069.28188
1.0,671,1074.006721
1.0,666,1078.709444
1.0,668,1084.023986
1.0,672,1089.038374
1.0,668,1096.883399
1.0,667,1101.651752
1.0,666,1106.821882
1.0,670,1111.887243
1.0,672,1117.260536
1.0,670,1122.192217
1.0,671,1129.336834
1.0,670,1133.168728
1.0,672,1137.784224
1.0,666,1142.426195
1.0,673,1147.378297
1.0,673,1152.624904
1.0,665,1161.135394
1.0,670,1165.73154
1.0,665,1170.977962
1.0,668,1176.046433
1.0,670,1181.270527
1.0,672,1186.400919
1.0,670,1194.213293
1.0,670,1197.87322
1.0,671,1202.603226
1.0,667,1207.21622
1.0,669,1212.384976
1.0,667,1217.312396
1.0,673,1225.311247
1.0,671,1229.692983
1.0,668,1234.723253
1.0,672,1239.82633
1.0,673,1245.065413
1.0,672,1250.038227
1.0,671,1254.975905
1.0,672,1261.310292
1.0,667,1265.705135
1.0,669,1270.34037
1.0,670,1275.037745
1.0,667,1280.305119
1.0,668,1285.328975
1.0,673,1292.844342
1.0,672,1297.680738
1.0,668,1303.05779
1.0,669,1308.027454
1.0,669,1313.249646
1.0,667,1318.31816
1.0,672,1325.573399
1.0,673,1330.0472
1.0,666,1335.288797
1.0,666,1340.412904
1.0,671,1345.681306
1.0,667,1350.860234
1.0,668,1358.322075
1.0,671,1362.958895
1.0,666,1368.084112
1.0,669,1373.172576
1.0,666,1378.300515
1.0,672,1383.3764
1.0,668,1390.33064
1.0,669,1394.320625
1.0,666,1399.118408
1.0,672,1403.914333
1.0,667,1408.791156
1.0,670,1414.084368
1.0,671,1422.029222
1.0,668,1426.548936
1.0,668,1431.699851
1.0,670,1436.876694
1.0,670,1441.988044
1.0,667,1447.197765
1.0,672,1454.732265
1.0,665,1458.356663
1.0,667,1462.878972
1.0,666,1467.471842
0.0,669,1472.676733
1.0,668,1477.832027
1.0,666,1486.148263
1.0,666,1490.269625
1.0,672,1495.52059
1.0,668,1500.535434
1.0,665,1505.757573
1.0,669,1510.808531
1.0,672,1515.739952
