#{"t_start": 1778667035.0824072, "env_id": "ALE/PrivateEye-v5"}
r,l,t
1.0,665,1987.135164
1.0,672,2000.608702
1.0,667,2009.220311
1.0,668,2017.899195
1.0,670,2026.458618
1.0,671,2035.117187
1.0,666,2043.664056
1.0,670,2056.865113
1.0,672,2065.44865
1.0,671,2073.989184
1.0,666,2082.570579
1.0,668,2091.617382
1.0,672,2101.037952
1.0,668,2114.531599
1.0,667,2122.911823
1.0,666,2131.492238
1.0,670,2140.23426
1.0,672,2148.771188
1.0,670,2157.169567
1.0,671,2171.346798
1.0,670,2180.549111
1.0,672,2189.648195
1.0,666,2203.860909
1.0,673,2212.356684
1.0,673,2220.872524
1.0,665,2234.615796
1.0,670,2243.533352
1.0,665,2252.67444
1.0,668,2265.137281
1.0,670,2272.131442
1.0,672,2279.111077
1.0,670,2291.080494
1.0,670,2297.989058
1.0,671,2304.985911
1.0,667,2311.918286
1.0,669,2318.683694
1.0,667,2334.957271
1.0,673,2346.981817
1.0,671,2354.165511
1.0,668,2361.556561
1.0,672,2368.761215
1.0,673,2375.937404
1.0,672,2383.032634
1.0,671,2390.366638
1.0,672,2401.610851
1.0,667,2409.022698
1.0,669,2415.993736
1.0,670,2423.123592
1.0,667,2430.21689
1.0,668,2437.256621
1.0,673,2448.852861
1.0,672,2456.042802
1.0,668,2463.071012
1.0,669,2470.454491
1.0,669,2477.345261
0.0,667,2484.283972
1.0,672,2495.198885
1.0,673,2502.364753
1.0,666,2509.83893
1.0,666,2516.904074
1.0,671,2523.933634
1.0,667,2530.880524
1.0,668,2541.869012
1.0,671,2553.397573
1.0,666,2567.595753
1.0,669,2583.787436
1.0,666,2609.834943
1.0,672,2623.934513
1.0,668,2643.332645
1.0,669,2653.816934
1.0,666,2665.703785
1.0,672,2676.229099
1.0,667,2685.667833
1.0,670,2692.756668
1.0,671,2704.15514
1.0,668,2711.311172
1.0,668,2718.325742
1.0,670,2725.398519
1.0,670,2732.555099
1.0,667,2739.650218
1.0,672,2751.229458
1.0,665,2758.092699
1.0,667,2765.28025
1.0,666,2772.32694
1.0,669,2779.122485
1.0,668,2786.181303
1.0,666,2797.544312
1.0,666,2804.157874
1.0,672,2811.044466
1.0,668,2818.085933
1.0,665,2825.137506
1.0,669,2832.349863
1.0,672,2839.187853
