#{"t_start": 1778642132.2175074, "env_id": "ALE/PrivateEye-v5"}
r,l,t
1.0,665,1008.235462
1.0,672,1013.292069
1.0,667,1017.560011
1.0,668,1022.152132
1.0,670,1027.51046
1.0,671,1031.556959
1.0,666,1036.069662
1.0,670,1041.526515
1.0,672,1045.365306
1.0,671,1049.947961
1.0,666,1056.837942
1.0,668,1061.068326
1.0,672,1066.038525
1.0,668,1071.499185
-3.0,667,1075.602225
1.0,666,1080.165081
1.0,670,1085.928178
1.0,672,1089.820554
1.0,670,1094.238497
1.0,671,1099.966348
-3.0,670,1103.739265
1.0,672,1108.318409
1.0,666,1114.14956
1.0,673,1117.883848
1.0,673,1122.356069
1.0,665,1128.389484
1.0,670,1132.213946
1.0,665,1137.028733
1.0,668,1143.107353
1.0,670,1147.17902
1.0,672,1151.722166
1.0,670,1157.964525
1.0,670,1161.797884
1.0,671,1166.494006
1.0,667,1172.623501
1.0,669,1176.195446
1.0,667,1180.619402
1.0,673,1187.220565
1.0,671,1191.114871
0.0,668,1195.718987
1.0,672,1201.891772
1.0,673,1205.709766
1.0,672,1210.138056
1.0,671,1214.787666
1.0,672,1219.790434
1.0,667,1224.266598
1.0,669,1228.766355
1.0,670,1234.013036
-31.0,667,1238.105761
1.0,668,1242.622866
1.0,673,1248.031508
1.0,672,1252.275331
1.0,668,1256.794111
1.0,669,1262.229359
1.0,669,1266.453732
1.0,667,1270.805559
1.0,672,1276.324112
1.0,673,1280.245571
1.0,666,1284.685362
1.0,666,1289.944346
1.0,671,1294.770713
1.0,667,1302.4974
1.0,668,1307.954253
1.0,671,1312.128458
-4.0,666,1316.802729
1.0,669,1322.697626
1.0,666,1326.781108
1.0,672,1331.523471
1.0,668,1336.908149
1.0,669,1340.907521
1.0,666,1345.623662
1.0,672,1351.328166
1.0,667,1355.151468
-3.0,670,1359.671917
1.0,671,1365.24285
1.0,668,1368.992205
1.0,668,1373.490067
1.0,670,1379.089143
1.0,670,1382.97257
1.0,667,1387.331251
1.0,672,1393.022754
1.0,665,1396.609558
-7.0,667,1400.997032
1.0,666,1406.779645
1.0,669,1410.559595
1.0,668,1414.981568
1.0,666,1420.832958
1.0,666,1424.560985
1.0,672,1428.987953
1.0,668,1435.081889
1.0,665,1438.728056
1.0,669,1443.152896
1.0,672,1447.879936
