#{"t_start": 1778648037.9921517, "env_id": "ALE/PrivateEye-v5"}
r,l,t
1.0,672,1360.570544
1.0,666,1366.424217
1.0,672,1370.816427
1.0,669,1375.499283
1.0,667,1381.899033
1.0,670,1386.377271
1.0,670,1391.175962
1.0,671,1397.337633
1.0,673,1401.569524
1.0,668,1406.1713
1.0,666,1412.544587
1.0,669,1417.108079
1.0,665,1421.750474
1.0,672,1428.200803
1.0,666,1432.46368
1.0,669,1437.108265
1.0,669,1443.758344
1.0,668,1448.026642
1.0,670,1452.78915
1.0,670,1459.472811
1.0,669,1463.731989
1.0,668,1468.455958
1.0,671,1475.03524
1.0,668,1479.325108
1.0,673,1484.240363
1.0,672,1490.735503
1.0,667,1494.664334
1.0,667,1499.295191
1.0,665,1505.876772
1.0,668,1509.767077
1.0,669,1514.467821
1.0,669,1521.053038
1.0,669,1524.754153
1.0,665,1529.490463
1.0,671,1536.213615
1.0,667,1540.094839
1.0,671,1544.745925
1.0,671,1551.63151
1.0,673,1555.390196
1.0,673,1560.087794
1.0,667,1566.729127
1.0,665,1570.360818
1.0,666,1574.968285
1.0,670,1581.698541
1.0,670,1585.431955
1.0,670,1589.894429
