#{"t_start": 1778638496.7889214, "env_id": "ALE/PrivateEye-v5"}
r,l,t
1.0,666,672.601747
1.0,671,678.48523
1.0,667,682.019445
0.0,671,686.433687
1.0,669,692.605088
1.0,665,696.30717
1.0,671,700.976342
1.0,669,707.05008
1.0,670,710.817771
1.0,668,715.098994
1.0,672,719.84707
1.0,673,725.339183
1.0,670,729.811286
1.0,666,734.40601
1.0,666,739.486981
1.0,672,743.533417
1.0,667,748.033159
1.0,667,753.384217
1.0,671,757.918512
0.0,673,762.530337
1.0,669,767.608502
1.0,668,771.718743
1.0,669,776.217311
1.0,672,781.649713
1.0,666,785.812554
1.0,672,790.584404
1.0,671,795.724956
1.0,671,799.582394
1.0,670,804.40838
1.0,666,809.782444
1.0,669,813.693005
1.0,672,818.343227
1.0,672,823.915659
1.0,669,827.985614
1.0,668,832.646551
1.0,669,838.103329
1.0,667,841.923866
1.0,666,846.535698
1.0,669,852.262296
1.0,666,855.855463
1.0,671,860.29408
1.0,666,866.123613
1.0,672,869.695317
1.0,667,874.37211
1.0,666,880.20456
1.0,666,883.72553
1.0,667,888.193208
1.0,670,894.005274
1.0,668,897.615917
1.0,672,902.182182
1.0,668,908.218017
-7.0,671,911.754014
1.0,669,916.363494
1.0,668,922.264459
1.0,666,925.888049
1.0,672,930.399923
1.0,667,936.388264
1.0,666,940.116394
1.0,667,944.60367
1.0,667,949.152089
1.0,671,954.335673
1.0,666,958.647882
1.0,672,963.261401
1.0,668,968.672537
1.0,669,973.018326
1.0,668,977.57068
1.0,667,982.928212
1.0,672,987.136166
1.0,665,991.906441
1.0,672,997.351297
1.0,667,1001.606726
1.0,668,1006.315027
0.0,670,1011.680566
1.0,671,1015.606334
1.0,666,1020.140122
1.0,670,1025.691925
1.0,672,1029.537097
1.0,671,1034.14342
1.0,666,1039.364936
1.0,668,1043.347404
1.0,672,1047.963034
1.0,668,1053.648051
1.0,667,1057.80924
1.0,666,1062.678846
1.0,670,1068.302095
1.0,672,1072.322753
1.0,670,1077.074226
1.0,671,1082.824869
1.0,670,1086.673764
1.0,672,1091.166459
1.0,666,1096.841629
1.0,673,1100.47552
1.0,673,1104.992494
1.0,665,1110.603938
1.0,670,1114.283909
1.0,665,1118.999398
1.0,668,1124.961282
1.0,670,1128.605703
1.0,672,1132.999907
1.0,670,1138.973749
1.0,670,1142.442038
1.0,671,1147.066266
1.0,667,1152.869189
1.0,669,1156.617683
1.0,667,1161.083805
-7.0,673,1166.957147
1.0,671,1170.548804
1.0,668,1174.860851
1.0,672,1181.191481
1.0,673,1184.839225
1.0,672,1189.351169
1.0,671,1193.774584
1.0,672,1199.060073
1.0,667,1203.266129
1.0,669,1207.989
1.0,670,1213.120344
1.0,667,1217.459535
1.0,668,1222.065326
1.0,673,1227.227589
1.0,672,1231.399793
1.0,668,1235.913853
1.0,669,1241.373888
1.0,669,1245.587111
1.0,667,1250.275247
1.0,672,1255.839729
1.0,673,1260.090697
1.0,666,1264.724487
1.0,666,1270.267698
1.0,671,1274.356926
1.0,667,1279.049069
1.0,668,1284.668109
1.0,671,1288.809551
1.0,666,1293.311738
1.0,669,1299.408315
1.0,666,1303.54785
1.0,672,1308.355629
1.0,668,1314.167973
1.0,669,1318.008089
1.0,666,1322.487481
1.0,672,1328.306426
1.0,667,1332.134816
1.0,670,1336.822131
1.0,671,1343.342608
1.0,668,1348.082859
1.0,668,1353.285581
1.0,670,1359.736909
1.0,670,1364.237267
1.0,667,1369.247109
1.0,672,1375.631179
1.0,665,1379.968086
1.0,667,1386.175264
1.0,666,1392.302032
1.0,669,1395.99034
1.0,668,1400.391426
1.0,666,1406.241572
1.0,666,1409.870074
1.0,672,1414.266823
0.0,668,1420.266564
1.0,665,1423.897083
1.0,669,1428.386598
1.0,672,1432.913121
