#{"t_start": 1778671325.4191365, "env_id": "ALE/PrivateEye-v5"}
r,l,t
1.0,670,1341.770023
1.0,673,1348.264351
1.0,667,1355.684931
-39.0,670,1362.644441
1.0,667,1371.751608
1.0,667,1379.096966
1.0,666,1386.000946
-16.0,671,1394.935946
1.0,666,1401.890777
1.0,671,1409.273863
1.0,667,1418.344936
1.0,671,1425.252867
1.0,666,1432.209777
1.0,670,1441.544975
1.0,671,1448.492448
1.0,671,1455.285579
1.0,668,1464.012658
1.0,670,1471.41543
1.0,672,1478.739236
1.0,671,1487.452451
1.0,671,1494.491776
1.0,668,1501.980874
1.0,667,1510.681989
1.0,667,1517.423579
1.0,668,1524.334355
1.0,667,1534.047578
1.0,671,1541.171403
1.0,666,1548.163333
1.0,669,1557.655562
1.0,671,1565.052894
1.0,666,1572.224036
1.0,669,1581.172022
1.0,666,1588.197556
1.0,668,1595.426404
1.0,667,1604.411431
1.0,666,1610.844578
1.0,667,1617.980719
1.0,670,1626.814388
1.0,667,1633.781169
1.0,669,1640.557622
1.0,668,1649.967131
1.0,667,1656.786728
1.0,672,1663.806163
1.0,666,1672.422247
1.0,666,1679.136544
1.0,671,1686.054766
1.0,666,1694.997902
1.0,668,1701.86202
1.0,673,1708.864319
1.0,666,1718.872574
1.0,670,1725.419133
1.0,669,1732.560868
1.0,672,1739.772568
1.0,671,1748.985393
1.0,669,1755.855901
1.0,672,1762.680237
1.0,666,1771.978191
1.0,672,1779.241977
1.0,669,1786.156118
1.0,667,1794.88882
1.0,670,1802.126427
1.0,670,1809.167012
1.0,671,1818.24712
1.0,673,1825.253595
1.0,668,1832.432937
1.0,666,1841.550682
1.0,669,1848.551925
1.0,665,1855.834681
0.0,672,1865.510008
1.0,666,1872.620729
1.0,669,1879.808539
1.0,669,1889.632823
1.0,668,1901.797875
1.0,670,1910.472752
1.0,670,1921.937911
1.0,669,1930.834153
1.0,668,1939.178828
1.0,671,1950.132903
1.0,668,1959.213199
1.0,673,1967.975712
1.0,672,1982.098474
1.0,667,1991.612109
1.0,667,2000.2223
1.0,665,2013.425542
1.0,668,2024.454639
1.0,669,2033.641355
1.0,669,2044.897708
1.0,669,2053.72904
1.0,665,2062.050261
1.0,671,2073.307079
1.0,667,2082.171302
1.0,671,2090.724566
1.0,671,2102.293412
1.0,673,2110.614087
1.0,673,2118.942875
1.0,667,2130.604813
-9.0,665,2139.83599
1.0,666,2148.656466
1.0,670,2159.543619
1.0,670,2168.238694
1.0,670,2177.487818
