#{"t_start": 1778645047.9310853, "env_id": "ALE/PrivateEye-v5"}
r,l,t
0.0,667,856.602027
1.0,666,861.360248
1.0,671,865.734411
1.0,672,871.563919
1.0,669,874.894553
1.0,672,879.191566
1.0,672,883.506226
1.0,671,888.363376
0.0,670,893.113421
1.0,667,900.59177
1.0,667,904.450491
1.0,672,909.092842
1.0,671,913.790022
1.0,672,918.550521
1.0,668,923.273934
1.0,669,930.732111
1.0,668,934.053589
1.0,672,938.351892
1.0,666,942.75255
1.0,670,947.358777
1.0,667,952.250499
1.0,670,960.16257
1.0,668,964.009873
1.0,666,968.615221
1.0,672,973.29747
1.0,668,978.187551
1.0,672,982.999411
1.0,672,990.156154
1.0,672,993.32353
1.0,668,997.055543
1.0,668,1001.326293
1.0,665,1005.653243
0.0,668,1009.969551
1.0,666,1014.41662
-6.0,669,1021.171068
1.0,672,1025.374389
1.0,666,1030.092002
1.0,670,1034.649557
0.0,672,1039.352077
1.0,665,1044.025619
-13.0,671,1050.718029
1.0,666,1054.444988
1.0,671,1059.166001
1.0,670,1063.696405
1.0,666,1068.326427
1.0,671,1073.079647
1.0,670,1079.402202
1.0,668,1082.718664
1.0,671,1087.08361
1.0,673,1091.437267
1.0,670,1096.160122
1.0,668,1100.787157
0.0,673,1108.0965
1.0,669,1112.381501
1.0,669,1116.995639
1.0,666,1121.811238
1.0,668,1126.405753
1.0,672,1131.174026
1.0,668,1137.747693
1.0,666,1141.132169
1.0,672,1145.241425
1.0,665,1149.664926
1.0,667,1153.968956
1.0,666,1158.649309
1.0,667,1165.93142
1.0,669,1169.916219
1.0,667,1174.611917
1.0,668,1179.169326
1.0,666,1183.892956
1.0,666,1188.498513
1.0,670,1195.414356
1.0,666,1198.60606
1.0,666,1202.553463
1.0,668,1206.802854
1.0,667,1211.216399
1.0,670,1216.050512
1.0,667,1220.76107
1.0,670,1227.968486
0.0,667,1232.52003
1.0,670,1237.202146
1.0,671,1241.874326
1.0,666,1246.468951
1.0,668,1250.974571
1.0,667,1257.260181
1.0,672,1261.081385
1.0,672,1265.493025
1.0,671,1269.789692
1.0,668,1274.168816
1.0,668,1278.497705
1.0,669,1285.757889
1.0,669,1290.433922
1.0,672,1295.039783
1.0,669,1299.839974
1.0,672,1304.436755
0.0,668,1309.171158
1.0,666,1315.850837
1.0,672,1319.27483
1.0,667,1323.687838
1.0,670,1328.449666
1.0,666,1333.061226
1.0,667,1337.741149
1.0,668,1344.59742
0.0,666,1348.619695
0.0,672,1353.20391
1.0,670,1357.860133
1.0,670,1362.407593
1.0,670,1366.898024
1.0,672,1373.586019
1.0,671,1376.88277
1.0,672,1380.988131
1.0,671,1385.368665
-6.0,665,1389.678303
1.0,669,1394.104635
1.0,667,1401.029393
1.0,666,1404.82799
1.0,672,1409.777494
0.0,672,1414.388386
1.0,669,1419.927279
1.0,666,1424.564389
1.0,668,1432.170566
1.0,668,1435.277861
0.0,673,1439.67982
1.0,671,1444.313869
1.0,671,1449.048054
1.0,671,1453.652646
