#{"t_start": 1778653129.4124663, "env_id": "ALE/PrivateEye-v5"}
r,l,t
1.0,667,1975.454187
1.0,667,1984.164149
1.0,668,1992.600343
1.0,667,2002.964876
1.0,671,2011.74277
1.0,666,2020.237819
1.0,669,2030.679245
1.0,671,2039.348637
1.0,666,2048.43714
1.0,669,2059.532721
1.0,666,2068.545493
1.0,668,2077.482964
1.0,667,2088.166907
1.0,666,2097.061375
1.0,667,2105.962285
1.0,670,2116.794368
1.0,667,2125.621147
1.0,669,2134.465461
1.0,668,2144.484927
1.0,667,2153.618683
1.0,672,2162.610283
1.0,666,2172.448036
1.0,666,2181.168107
1.0,671,2191.136473
1.0,666,2201.467224
1.0,668,2210.070533
1.0,673,2219.256899
1.0,666,2229.711801
1.0,670,2238.557503
1.0,669,2247.536173
1.0,672,2256.159755
1.0,671,2266.721533
1.0,669,2275.778425
1.0,672,2284.662472
1.0,666,2295.028713
1.0,672,2304.109216
1.0,669,2312.819459
1.0,667,2322.656189
1.0,670,2331.737626
1.0,670,2340.90118
1.0,671,2350.825583
1.0,673,2359.647168
1.0,668,2368.4056
1.0,666,2378.173665
1.0,669,2387.126521
1.0,665,2396.115413
1.0,672,2406.22329
1.0,666,2415.019862
1.0,669,2423.876786
1.0,669,2434.385256
1.0,668,2443.047495
1.0,670,2452.410488
1.0,670,2462.526809
1.0,669,2471.484088
1.0,668,2483.309191
1.0,671,2493.827788
1.0,668,2502.47252
1.0,673,2515.373511
1.0,672,2526.178062
1.0,667,2535.004065
1.0,667,2543.931715
1.0,665,2554.802191
1.0,668,2563.770634
1.0,669,2573.268135
1.0,669,2583.555161
-93.0,669,2592.546101
1.0,665,2601.399751
1.0,671,2611.813966
1.0,667,2620.502166
1.0,671,2629.441903
1.0,671,2640.147109
1.0,673,2649.041511
1.0,673,2657.967021
1.0,667,2668.285365
1.0,665,2677.017072
1.0,666,2686.370185
1.0,670,2696.425097
1.0,670,2705.200364
1.0,670,2715.702807
